"name","label","data_type","value_labels","n_missing","complete_rate","min","median","max","mean","sd","n_value_labels","hist","format.spss","display_width"
"r317b","Forma en la que se deshacen de las excretas","haven_labelled","1. Las depositan en servicio sanitario,
2. Se depositan en un pozo o resumidero,
3. Se depositan en una quebrada o río,
4. va a la calle o al aire libre,
5. Otros",56242,1.4222222222226577e-4,"   5","   5.0","    5",5,0,5,"▁▁▁▇▁▁▁▁","F1.0","6"
"r317c","Forma en la que se deshacen de las excretas","haven_labelled","1. Las depositan en servicio sanitario,
2. Se depositan en un pozo o resumidero,
3. Se depositan en una quebrada o río,
4. va a la calle o al aire libre,
5. Otros",56250,0," Inf","    NA"," -Inf",NA,NA,5," ","F1.0","6"
"r317otr","Otra forma en la que se deshacen de las excretas","numeric",NA,56232,3.1999999999998696e-4,"1.0e+00","1.0e+00","     2",1.0555555555555556,0.23570226039551584,NA,"▇▁▁▁▁","F2.0","6"
"r318","Forma en la que se deshacen de las aguas grises","haven_labelled","1. Alcantarillado,
2. Pozo o resumidero,
3. Fosa séptica,
4. Quebrada o río,
5. A la calle o al aire libre,
6. Otros",0,1,"   1","   5.0","    6",3.76144,1.759569944662061,6,"▃▁▁▁▁▁▇▁","F1.0","6"
"r318otr","Otra forma en la que se deshacen de las aguas grises","numeric",NA,56236,2.488888888888541e-4,"2.0e+00","3.5e+00","     4",3.4285714285714284,0.646206172658864,NA,"▁▁▇▁▇","F2.0","6"
"r319a1","Recibe el hogar subsidio de gas","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   1.0","    3",1.396568888888889,0.491328886449894,3,"▇▁▁▅▁▁▁▁","F1.0","6"
"r319a2","Recibe el hogar subsidio de energía eléctrica","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",1.5607466666666667,0.5212156782119317,3,"▇▁▁▇▁▁▁▁","F1.0","6"
"r319a3","Recibe el hogar bonos comunidades solidarias rurales","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",2.000906666666667,0.058264859589653266,3,"▁▁▁▇▁▁▁▁","F1.0","6"
"r319a4","Recibe el hogar bonos comunidades solidarias urbanas","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",2.0014933333333333,0.0461642846348032,3,"▁▁▁▇▁▁▁▁","F1.0","6"
"r319a5","Recibe el hogar pensión básica universal","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",1.9972977777777778,0.10613203736491653,3,"▁▁▁▇▁▁▁▁","F1.0","6"
"r319a6","Recibe el hogar subsidio de agua","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",1.8396444444444444,0.38333599617335634,3,"▂▁▁▇▁▁▁▁","F1.0","6"
"r319a7","Recibe el hogar otro beneficio","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",1.7512177777777778,0.4383957374700494,3,"▃▁▁▇▁▁▁▁","F1.0","6"
"r319a8","Recibe el hogar paquete agrícola","haven_labelled","1. Sí,
2. No,
3. No sabe/No responde",0,1,"   1","   2.0","    3",1.7995377777777777,0.4086999446563208,3,"▂▁▁▇▁▁▁▁","F1.0","6"
"r319aotr","Otro beneficio que recibe el hogar","numeric",NA,42107,0.25143111111111116,"1.0e+00","3.0e+00","     4",3.0041716750335854,0.13526580190122314,NA,"▁▁▁▇▁","F2.0","6"
"r320","Combustible utilizado predominantemente para cocinar","haven_labelled","1. Electricidad,
2. Kerosene (gas),
3. Gas propano,
4. Leña,
5. Carbón,
6. Ninguno,
7. Otros",0,1,"   1","   3.0","    6",3.0618133333333333,0.42294741305933764,7,"▁▁▁▇▁▁▁▁","F1.0","6"
"r320otr_02","Otro combustible utilizado predominantemente para cocinar","numeric",NA,56250,0,"     NA","     NA","    NA",NA,NA,NA," ","F2.0","6"
"r3211a","Tiene el hogar teléfono fijo","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.8956266666666666,0.3057469583009239,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r3211b","Número de teléfonos fijos","numeric",NA,50379,0.10437333333333332,"1.0e+00","1.0e+00","     4",1.0117526826775678,0.14661952575079504,NA,"▇▁▁▁▁","F1.0","6"
"r3212a","Tiene el hogar teléfono celular","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.0245866666666668,0.15486312939503688,2,"▇▁▁▁▁▁▁▁","F1.0","6"
"r3212b","Número de teléfonos celulares","numeric",NA,1383,0.9754133333333334,"1.0e+00","2.0e+00","    11",2.6370495926513207,1.291424073652815,NA,"▇▂▁▁▁","F2.0","6"
"r3213a","Tiene el hogar internet","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.62688,0.48363790579544436,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r3213a1","Tiene el hogar internet móvil","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9965333333333333,0.05877678373270345,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r3214a","Tiene el hogar cable","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.6060444444444444,0.4886295328812216,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r3215a","Tiene el hogar cable del vecino","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9706666666666666,0.16874061479851032,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r322","Forma en la que se deshace de la basura","haven_labelled","1. Recolección domiciliaria pública,
2. Recolección domiciliaria privada,
3. La depositan en contenedores,
4. La entierran,
5. La queman,
6. La depositan en cualquier lugar,
7. Otros,
8. La recicla",0,1,"   1","   1.0","    8",2.806897777777778,1.9768906304094456,8,"▇▁▁▁▆▁▁▁","F1.0","6"
"r322otr","Otra forma en la que se deshace de la basura","numeric",NA,56162,0.0015644444444444794,"1.0e+00","3.0e+00","     6",2.8181818181818183,1.3858517821053131,NA,"▇▇▅▁▁","F2.0","6"
"r32301a","Tiene el hogar radio","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.7210133333333333,0.44850494156440557,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r32301b","Número de radios","numeric",NA,40557,0.2789866666666667,"1.0e+00","1.0e+00","     4",1.0078378895048747,0.10711257380044023,NA,"▇▁▁▁▁","F2.0","6"
"r32302a","Tiene el hogar equipo de sonido","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.6077155555555556,0.4882638603685281,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r32302b","Número de equipos de sonido","numeric",NA,34184,0.39228444444444444,"1.0e+00","1.0e+00","     4",1.014003444212816,0.16305948302035694,NA,"▇▁▁▁▁","F1.0","6"
"r32303a","Tiene el hogar televisor","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.1516622222222221,0.3586963617274121,2,"▇▁▁▁▁▁▁▂","F1.0","6"
"r32303b","Número de televisores","numeric",NA,8531,0.8483377777777777,"1.0e+00","1.0e+00","     5",1.1391688845114105,0.4224210822971504,NA,"▇▁▁▁▁","F2.0","6"
"r32304a","Tiene el hogar video casetera o DVD","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.8651199999999999,0.3415983900420059,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32304b","Número de video caseteras o DVD","numeric",NA,48663,0.13488,"1.0e+00","1.0e+00","     3",1.0138394622380387,0.12126130806339767,NA,"▇▁▁▁▁","F2.0","6"
"r32305a","Tiene el hogar refrigeradora","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.1655288888888888,0.371660505708866,2,"▇▁▁▁▁▁▁▂","F1.0","6"
"r32305b","Número de refrigeradoras","numeric",NA,9311,0.8344711111111112,"1.0e+00","1.0e+00","     3",1.0170007882570997,0.13865811217948307,NA,"▇▁▁▁▁","F1.0","6"
"r32306a","Tiene el hogar lavadora","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.7303111111111111,0.4438020883401704,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r32306b","Número de lavadoras","numeric",NA,41080,0.26968888888888887,"1.0e+00","1.0e+00","     2",1.0059327620303231,0.07679813250072114,NA,"▇▁▁▁▁","F1.0","6"
"r32307a","Tiene el hogar licuadora","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.2666666666666666,0.44222056958103123,2,"▇▁▁▁▁▁▁▃","F1.0","6"
"r32307b","Número de licuadoras","numeric",NA,15000,0.7333333333333334,"1.0e+00","1.0e+00","     3",1.0077818181818181,0.09927151517931344,NA,"▇▁▁▁▁","F1.0","6"
"r32308a","Tiene el hogar ventilador","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.4103644444444445,0.49190422732990075,2,"▇▁▁▁▁▁▁▆","F1.0","6"
"r32308b","Número de ventiladores","numeric",NA,23083,0.5896355555555556,"1.0e+00","1.0e+00","     6",1.4270208339614676,0.7479313554375119,NA,"▇▁▁▁▁","F2.0","6"
"r32309a","Tiene el hogar computadora","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.378808888888889,0.48509473095383576,2,"▇▁▁▁▁▁▁▅","F1.0","6"
"r32309b","Número de computadoras","numeric",NA,21308,0.6211911111111111,"1.0e+00","1.0e+00","     5",1.5456470722912254,0.7867330442821386,NA,"▇▃▁▁▁","F1.0","6"
"r32310a","Tiene el hogar secadora de ropa","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9957866666666666,0.0647738816575865,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32310b","Número de secadoras de ropa","numeric",NA,56013,0.004213333333333291,"1.0e+00","1.0e+00","     2",1.0590717299578059,0.23625786490890963,NA,"▇▁▁▁▁","F1.0","6"
"r32311a","Tiene el hogar máquina de coser","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9152,0.278586323676115,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32311b","Número de máquinas de coser","numeric",NA,51480,0.08479999999999999,"1.0e+00","1.0e+00","     2",1.0469601677148848,0.21157574272887247,NA,"▇▁▁▁▁","F1.0","6"
"r32312a","Tiene el hogar vehículo (uso del hogar)","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.748888888888889,0.4336561589958322,2,"▃▁▁▁▁▁▁▇","F1.0","6"
"r32312b","Número de vehículos","numeric",NA,42125,0.25111111111111106,"1.0e+00","1.0e+00","     4",1.1539115044247787,0.44168554669525073,NA,"▇▁▁▁▁","F1.0","6"
"r32313a","Tiene el hogar plancha","haven_labelled","1. Sí,
2. No",0,1,"   1","   1.0","    2",1.2794311111111112,0.44872368431165915,2,"▇▁▁▁▁▁▁▃","F1.0","6"
"r32313b","Número de planchas","numeric",NA,15718,0.7205688888888888,"1.0e+00","1.0e+00","     3",1.0131254317576237,0.12654193386970095,NA,"▇▁▁▁▁","F1.0","6"
"r32314a","Tiene el hogar horno microondas","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.8339377777777779,0.3721397890338116,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r32314b","Número de hornos microondas","numeric",NA,46909,0.16606222222222222,"1.0e+00","1.0e+00","     2",1.0056739107161974,0.07511538784865103,NA,"▇▁▁▁▁","F1.0","6"
"r32315a","Tiene el hogar videojuegos","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9757333333333333,0.15387727740516688,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32315b","Número de videojuegos","numeric",NA,54885,0.02426666666666666,"1.0e+00","1.0e+00","     2",1.0571428571428572,0.23220045368440656,NA,"▇▁▁▁▁","F1.0","6"
"r32316a","Tiene el hogar generador de electricidad","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9995022222222223,0.022305578678811843,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32316b","Número de generadores de electricidad","numeric",NA,56222,4.977777777778192e-4,"1.0e+00","1.0e+00","     1",1,0,NA,"▁▁▇▁▁","F1.0","6"
"r32317a","Tiene el hogar aire acondicionado","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9702933333333332,0.16977836452625517,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32317b","Número de aires acondicionados","numeric",NA,54579,0.02970666666666666,"1.0e+00","1.0e+00","     4",1.4063435068821066,0.7312906967341851,NA,"▇▂▁▁▁","F1.0","6"
"r32318a","Tiene el hogar tanque o cisterna","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9169955555555556,0.27589139135049207,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32318b","Número de tanques o cisternas","numeric",NA,51581,0.08300444444444444,"1.0e+00","1.0e+00","     2",1.059327479117584,0.23626189858387447,NA,"▇▁▁▁▁","F1.0","6"
"r32319a","Tiene el hogar motocicleta","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.8197333333333334,0.3844128283955531,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r32319b","Número de motocicletas","numeric",NA,46110,0.1802666666666667,"1.0e+00","1.0e+00","     3",1.106508875739645,0.36149769202513493,NA,"▇▁▁▁▁","F1.0","6"
"r324","Ha tenido algún problema por corrientes de agua en la vivienda","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9437511111111112,0.23040376545729707,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r3251","Tuvo daños en la vivienda","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   1.0","    2",1.2676991150442478,0.4428298508596374,2,"▇▁▁▁▁▁▁▃","F1.0","6"
"r3252","Tuvo pérdida de muebles o enseres","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   2.0","    2",1.6245259165613148,0.48432162088969455,2,"▅▁▁▁▁▁▁▇","F1.0","6"
"r3253","Tuvo pérdida de alimentos","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   2.0","    2",1.8302781289506953,0.37544761155871237,2,"▂▁▁▁▁▁▁▇","F1.0","6"
"r3254","Tuvo pérdida de animales de granja","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   2.0","    2",1.9156131479140328,0.27801104162302764,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r3255","Tuvo lesiones a un miembro del hogar","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   2.0","    2",1.9740834386852086,0.15891153034771904,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r3256","Tuvo enfermedad en un miembro del hogar","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   2.0","    2",1.8792667509481669,0.32586852205289524,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r3257","Tuvo otros daños","haven_labelled","1. Sí,
2. No",53086,0.056248888888888904,"   1","   2.0","    2",1.8599873577749684,0.3470549959991417,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r326","Ha sufrido en la vivienda algún derrumbe o alúd","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9816177777777777,0.13433032763281844,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r327","Hay alguna cárcava o quebrada que pueda afectar a la vivienda","haven_labelled","1. Sí,
2. No",0,1,"   1","   2.0","    2",1.9519111111111112,0.21395598021678414,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32801a","Tipo de gasto en agua (servicio de ANDA)","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",3.722773333333333,1.884224462504166,6,"▃▁▁▁▁▁▇▁","F1.0","6"
"r32801b","Gasto mensual en agua (servicio de ANDA)","numeric",NA,38105,0.32257777777777774,"1.0e+00","5.0e+00","   150",8.378844860843207,11.780641849998807,NA,"▇▁▁▁▁","F8.2","7"
"r32801a1","Tipo de gasto en agua envasada","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",3.7651733333333333,1.8480721002312417,6,"▃▁▁▁▁▁▇▁","F1.0","6"
"r32801b1","Gasto mensual en agua envasada","numeric",NA,38877,0.3088533333333333,"1.0e+00","1.5e+01","    80",17.19861221435561,11.343807239101894,NA,"▇▅▁▁▁","F8.2","7"
"r32801a2","Tipo de gasto en agua (otras fuentes)","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   2.0","    6",2.9955555555555553,1.997700365456415,6,"▇▁▁▁▁▁▇▁","F1.0","6"
"r32801b2","Gasto mensual en agua (otras fuentes)","numeric",NA,27993,0.5023466666666667,"1.0e+00","5.5e+00","   160",7.677194323530452,9.044718428677687,NA,"▇▁▁▁▁","F8.2","7"
"r32802a","Tipo de gasto en electricidad","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   1.0","    6",1.2444977777777777,0.9938066855520784,6,"▇▁▁▁▁▁▁▁","F1.0","6"
"r32802b","Gasto mensual en electricidad","numeric",NA,3163,0.9437688888888889,"1.0e+00","2.0e+01","   300",26.227615612108426,24.77133758795735,NA,"▇▁▁▁▁","F8.2","7"
"r32803a","Tipo de gasto en kerosene","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.993084444444444,0.16440258863060855,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32803b","Gasto mensual en kerosene","numeric",NA,56176,0.0013155555555555143,"1.6e+00","4.0e+00","    16",4.624324324324324,2.9610513132457186,NA,"▇▃▁▁▁","F8.2","7"
"r32804a","Tipo de gasto en gas propano","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   1.0","    6",1.7933511111111111,1.5979123415779835,6,"▇▁▁▁▁▁▂▁","F1.0","6"
"r32804b","Gasto mensual en gas propano","numeric",NA,11117,0.8023644444444444,"1.0e+00","4.0e+00","    50",6.887001307247469,4.433057863347229,NA,"▇▅▁▁▁","F8.2","7"
"r32805a","Tipo de gasto en candela","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.943573333333333,0.46896807171210925,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32805b","Gasto mensual en candela","numeric",NA,55495,0.013422222222222224,"2.0e-01","2.3e+00","    15",3.830913907284768,3.342735476133356,NA,"▇▂▁▂▁","F8.2","7"
"r32806a","Tipo de gasto en leña","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.8066844444444445,0.8514417743723774,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32806b","Gasto mensual en leña","numeric",NA,53604,0.04703999999999997,"5.0e-01","1.0e+01","    30",12.048737717309146,9.540417351738837,NA,"▇▅▂▂▃","F8.2","7"
"r32807a","Tipo de gasto en carga de batería","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.980622222222222,0.22017878395801202,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32807b","Gasto mensual en carga de batería","numeric",NA,56191,0.001048888888888877,"1.0e+00","4.0e+00","    14",5.2322033898305085,3.600787302701821,NA,"▇▅▁▂▂","F8.2","7"
"r32808a","Tipo de gasto en internet móvil","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.99392,0.15753351427881382,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32808b","Gasto mensual en internet móvil","numeric",NA,56163,0.0015466666666666962,"3.0e+00","1.5e+01","    32",17.919540229885058,9.164159701902154,NA,"▂▆▇▂▆","F8.2","7"
"r32809a","Tipo de gasto en teléfono fijo","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",5.023448888888889,0.5885487583720416,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32809b","Gasto mensual en teléfono fijo","numeric",NA,55339,0.01619555555555552,"5.0e+00","8.0e+00","    45",11.007969264544457,7.409254203332731,NA,"▇▂▁▁▁","F8.2","7"
"r32810a","Tipo de gasto en celular","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   1.0","    6",1.583911111111111,1.5022394913612294,6,"▇▁▁▁▁▁▁▁","F1.0","6"
"r32810b","Gasto mensual en celular","numeric",NA,7456,0.8674488888888889,"1.0e+00","1.5e+01","   150",18.679947534532936,16.372581114017507,NA,"▇▁▁▁▁","F8.2","7"
"r32811a","Tipo de gasto en cable/cable del vecino","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.561528888888889,1.6718125544730604,6,"▂▁▁▁▁▁▇▃","F1.0","6"
"r32811b","Gasto mensual en cable/cable del vecino","numeric",NA,46577,0.17196444444444448,"5.0e+00","1.5e+01","    60",16.051840173679313,5.665283027979096,NA,"▇▅▁▁▁","F8.2","7"
"r32812a","Tipo de gasto en internet (hogar)","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.816248888888889,1.415361763033518,6,"▂▁▁▁▁▁▇▃","F1.0","6"
"r32812b","Gasto mensual en internet (hogar)","numeric",NA,49969,0.11166222222222222,"4.0e+00","2.2e+01","    67",22.377457411240247,8.242952980380316,NA,"▅▇▃▁▁","F8.2","7"
"r32813a","Tipo de gasto en cibercafé","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.925244444444444,0.6131163210355874,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32813b","Gasto mensual en cibercafé","numeric",NA,54966,0.022826666666666662,"1.0e+00","5.0e+00","    20",6.7670171339563865,5.034900849007066,NA,"▇▇▅▁▂","F8.2","7"
"r32814a","Tipo de gasto en impuestos municipales","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.728177777777778,1.2801352495800635,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32814b","Gasto mensual en impuestos municipales","numeric",NA,50666,0.09927111111111109,"3.0e+00","5.0e+00","   200",8.14504835243553,11.284951887292364,NA,"▇▁▁▁▁","F8.2","7"
"r32815a","Tipo de gasto en pago de vigilancia","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.933066666666667,0.5698080874782947,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32815b","Gasto mensual en pago de vigilancia","numeric",NA,55136,0.019804444444444402,"1.5e+00","1.4e+01","   200",20.11532315978456,22.169088180167407,NA,"▇▁▁▁▁","F8.2","7"
"r32816a","Tipo de gasto en recolección de basura","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",5.018755555555556,0.6600693375082376,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32816b","Gasto mensual en recolección de basura","numeric",NA,55076,0.020871111111111063,"1.0e+00","3.0e+00","    15",4.533628620102214,3.6992089362037928,NA,"▇▃▁▁▁","F8.2","7"
"r32817a","Tipo de gasto en paquete de servicios","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",3.9674133333333335,1.7575657796571047,6,"▃▁▁▁▁▁▇▁","F1.0","6"
"r32817b","Gasto mensual en paquete de servicios","numeric",NA,41640,0.25973333333333337,"1.0e+01","3.0e+01","   130",31.30941957563313,10.06548901715629,NA,"▇▃▁▁▁","F8.2","7"
"r32818a","Tipo de gasto en otro servicio","haven_labelled","1. Pagado o comprado,
2. Donado o regalado,
3. Autoconsumo/Autosuministro,
4. Incluido en el alquiler,
5. No gastó,
6. No sabe/No responde",0,1,"   1","   5.0","    6",4.98912,0.25672838563445005,6,"▁▁▁▁▁▁▇▁","F1.0","6"
"r32818b","Gasto mensual en otro servicio","numeric",NA,56052,0.0035199999999999676,"1.0e+00","4.8e+00","    40",6.438383838383839,6.5544805781140685,NA,"▇▂▁▁▁","F8.2","7"
"r32819a","Tipo de gasto en empleadas(os) domésticas(os)","haven_labelled","1. Pagado o comprado,
5. No gastó",0,1,"   1","   5.0","    5",4.874631111111111,0.6969697504979192,2,"▁▁▁▁▁▁▁▇","F1.0","6"
"r32819b","Gasto mensual en empleadas(os) domésticas(os)","numeric",NA,54487,0.03134222222222227,"4.0e+01","1.4e+02","   450",150.5218377765173,90.13734604297899,NA,"▇▆▁▂▁","F8.2","7"
"r32818otr","Otro servicio que recibe el hogar","numeric",NA,56052,0.0035199999999999676,"1.0e+00","3.0e+00","    11",4.383838383838384,3.6376683297547796,NA,"▇▁▁▃▁","F2.0","6"
"r328total","Gasto mensual total en servicios","numeric",NA,0,1,"0.0e+00","6.3e+01","  1202",78.77718791111111,70.39034014850112,NA,"▇▁▁▁▁","F8.2","7"
"r402","Número de orden del informante","numeric",NA,3817,0.9321422222222222,"1.0e+00","1.0e+00","     9",1.5809318558922816,0.8458015248941654,NA,"▇▁▁▁▁","F2.0","6"
"r403","Realizó algún trabajo la semana anterior para generar ingresos","haven_labelled","1. Sí,
2. No",3817,0.9321422222222222,"   1","   2.0","    2",1.52360154864303,0.4994474190125498,2,"▇▁▁▁▁▁▁▇","F1.0","6"
"r4041","Realizó tareas agrícolas o cuidado de animales","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9977052524222336,0.04784940028603538,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4041_1","Realizó pesca o recolección de mariscos","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9998543017410941,0.012069893841243335,2,"▁▁▁▁▁▁▁▇","F2.0","6"
"r4042","Trabajó en algun negocio propio o familiar","haven_labelled","1. Sí,
2. No",28796,0.4880711111111111,"   1","   2.0","    2",1.9963939680920813,0.05994296723604894,2,"▁▁▁▁▁▁▁▇","F2.0","6"
